,id,date,from_id,to_id,fwd_from,message,type,duration
0,2108,2022-02-11 15:57:59+00:00,,PeerChannel(channel_id=1310250438),,"Добрий вечір;)

#гумор від підписниць",photo,
1,2107,2022-02-10 14:25:46+00:00,,PeerChannel(channel_id=1310250438),,"Штош.

Якшо в мене почала знову палати жопа, то я явно пішла на поправку:)",text,
2,2106,2022-02-10 13:44:36+00:00,,PeerChannel(channel_id=1310250438),,"ПРО ЛІКАРІВ І ТРУСИ

Якщо ви не знаєте, в якому вигляді роблять лапороскопію, наприклад, то я розповім: ти лягаєш гола на каталку, повністю гола, навіть сережки і перстень просять знімати. І шкарпетки теж. Тебе накривають простирадлом, яке явно бачило краще життя так років п'ять тому. Але не суть.

До самої операції, вже в операційній, проводять маніпуляції: міряють тиск, ставлять катетер, роблять УЗД, хірург примірюється, чи нормально пацієнтка лежить, де будуть різати і всяке інше. Мені от ще кололи дві сильних знеболювальних (чи що воно таке було) в спину, щоб заморозити всі нервові закінчення. 

Ти відчуваєш себе куском м'яса, якщо чесно. 

Знаєте, я дуже спокійно ставлюся до голого тіла, бо я без сигналів не сприймаю його як сексуальний об'єкт. Я можу ним минуватися чи захоплюватися, але це не буде ніколи про секс, якщо між мною і власником (чи власницею) немає такої домовленості. Принаймні я це не коментуватиму вголос, навіть якщо можу про щось таке думати.

Та вернімося до лікарні. Знаєте, в якому вигляді повертаються люди з операційної? За всіх сказати не можу, але про себе поясню. Я так само була гола, залита приблизно від шиї по пах розчином йоду, з трьома трубками в тілі, накрита простирадлом, бліда і не скажу, що прямо дуже приваблива. 

Я дуже хотіла додому, тому одразу почала робити все, щоб здриснути з тої лікарні яйнайшвидше. Сіла, встала і пішла (навіть з трубками) в той же момент, коли лікар дозволив це зробити, хоча медсестра намагалася сказати, що ""ви ж себе не жалієте, може, ще полежите"". Ні, дякую, дуже дякую, я там і до операції належалася на роки наперед.

А зараз я дійду до головного: через два дні на перев'язці знаєте шо сказав мені лікар? ""Може, ви б одягнулися? А то, розумієте, тут же молоді лікарі ходять, інтерни, а ви - в нічнушці без трусів. Їм же складно, вони почнуть про шось не то думати"". 

Щоб ви розуміли, для того, щоб побачити, що я без трусів, треба було підняти ту нічнушку на мені. Після операції у мене ще стояв катетер в боці і залишався набряк - і якраз резинка від трусів перетискала два з чотирьох місця розрізу. 

І я просто, блять, не розумію: наскільки може бути чувакам все одно, на що збуджуватись? На бліду жінку в нічнушці, яка йде по стіночці? На голе тіло в операційній? На груди, залиті розчином йоду? На трубку, яка стирчить збоку?

У мене не вкладається це в голові до сих пір.",text,
3,2105,2022-02-10 10:29:50+00:00,,PeerChannel(channel_id=1310250438),,4441114451216343,text,
4,2104,2022-02-10 10:29:19+00:00,,PeerChannel(channel_id=1310250438),,"Людоньки:)

Хоч в мене і лежать кілька готових текстів в замітках, відзняті фото на огляди, які теж зроблені хєр зна коли, а ще - досить тем на «поговорити», сьогоднішній день я хочу почати так, як починала його дуже багато разів.

Бо десяте число кожного місяця, як і двадцяте та тридцяте — це ідеальний час підтримати вашу улюблену авторку і сказати їй, що вона та канал «Ці блядські історії» потрібні. Що ви чекаєте від мене нових текстів, перечитуєте старі, насолоджуєтеся історіями, зберігаєте класні огляди на іграшки і користуєтеся промокодами на знижки в крутих магазинах.

Я за вами скучила і ви, сподіваюся, за мною теж.

Буду рада вашій підтримці: чи то словами, чи донатами. Все важливо.

❤️

Ви знаєте, що робити:)

#амбасадори_блядського_каналу",text,
5,2103,2022-02-07 16:32:44+00:00,,PeerChannel(channel_id=1310250438),,"Дуже цікаво, до речі, спостерігати за своїм тілом після чогось незвичного. Наприклад, після видалення органу.

І от я несподівано виявила, що мої оргазми змінилися. Не думаю, що в цьому винна операція, скоріше страх, що раптом піде щось не так.

Я знаю, що мої оргазми сильні і довгі, особливо з деякими іграшками і здається, мій організм вирішив, що поки нам такого не треба. Тому тепер видає слабкі, але прямо дуже довгі кінчання. Мені навіть здається, що якби я не вимикала цяцьку, то оргазмувала б ще довше:) Не годинами, канєшно, а кілька хвилин точно. 

Добрий вечір, людоньки:)
Чекали на мене?

P.S. Знаєте, я ніби розгубила всі слова: стільки всього писати хочу, а наче забула, як це робиться. Але нічого: тут головне - почати. Я ж якось два роки до того фігачила тексти на канал і колонки майже рік писала.

А ще я дуже щаслива, що жива.",text,
6,2102,2022-01-23 16:02:18+00:00,,PeerChannel(channel_id=1310250438),,"Людоньки!

Повідомлення для тих, хто чекає на останній вагон: лишилося ще 6 годин розпродажу. 

Це не так вже і багато, якщо врахувати, що деякі позиції прекрасні підписниці ще вночі вигребли в нуль;) Хтось явно поставив собі будильники;)

Тому ще раз: 

магазин Satisfaction 

Промокод “Stories”

23 відсотки знижки на весь товар.

#авторка_рекомендує",text,
7,2101,2022-01-23 14:06:15+00:00,,PeerChannel(channel_id=1310250438),,"Знаєте, я думала, що от яяяяккккк викочу крутий пост на два роки каналу, яяяякккк розкажу всяке!

Та сталося так, що трохи більше тижня тому я мало не померла — і це я пишу не для гарного слівця. Від того, що в мене було, люди без лікування та обов’язкової операції помирають  за 3-4 доби. 

А я так люблю життя! І так рада, що все ще тут. Це таке диво — жити кожен день. 

Хай буде так і надалі.

❤️",text,
8,2100,2022-01-22 22:22:48+00:00,,PeerChannel(channel_id=1310250438),,"Маю надію, хтось ще не спить і закуповує красіве і корисне з 23-відсотковою знижкою;)

Я перевірила: промокод “Stories” в магазині Satisfaction працює вже.",text,
9,2099,2022-01-21 08:56:16+00:00,,PeerChannel(channel_id=1310250438),,"Людоньки!

Ваша улюблена авторка дуже вчасно воскресла — і це, до речі, не фігура мови. Бо що у нас 23 січня? А у нас день народження Цих блядських історій, юху! 

Тому маю для вас прекрасну новину: всю добу 23 січня — з 00.01 до 23.59 — в магазині Satisfaction за моїм промокодом «Stories” на весь товар буде знижка в 23 відсотки.

Нагадаю, про що я писала:  

Ось тут - про тренажер Кегеля Magic Motion Coach. Дуже зайшли змазки, огляд - тут, моя улюблена - Літня ніч.  Писала детальний огляд на вакумний вібратор-кролик Satisfyer Pro Plus G-Spot Rabbit. Пробувала ""рідкий вібратор"" для клітора Sensuva ON for Her Arousal Gel Original - писала ось тут. Довго гралася з міні-вібратором Sexy Secret Satisfyer, огляд - тут. Робила порівняльний аналіз вакуумний кліторальний стимулятор Satisfyer Curvy 1+ і вакуумний кліторальний стимулятор з вібрацією Satisfyer Curvy 2+, писала про це тут. Тестила чашу для місячних Nudie, писала про це тут. Полюбила дуже шимер для тіла та пробувала бальзам для орального сексу, про який писала ось тут. Недавно в моєму арсеналі з'явилася нова чаша Fun Cup від Fun Factory, писала про це ось тут. Одна з моїх останніх улюбленців - вакуумний стимулятор Love Breeze. Писала про неї ось тут.

Тому якщо ви чекати знаку купити нову іграшку, то от він;) Я ще нагадаю про розпродаж 23 січня, та як показує практика, іноді товар закінчується так швидко, що ми не встигаємо навіть сходити на перекур, ггггг.",text,
10,2098,2022-01-20 11:18:01+00:00,,PeerChannel(channel_id=1310250438),,"Ой, розкажу смішне. Вже другий день ахуєваю.

Колись, триста років тому познайомилась я з вчителем гри на гітарі. Біс його зна, де це було. Можливо, навіть на badoo. Так от, щось там ми переписувалися, спершу жваво, потім якось все менше. З часом спілкування зійшло на пси, а я — не та людина, яка буде оживляти здохлого коня.

І от перша година ночі, я виспалась, перша ніч після операції, ваша авторка трохи ожила — і яяяякккк давай читати всі інтернети і лайкати всі коментарі з побажаннями!

Аж тут приходить повідомлення в телеграм: «Привіт!» Дивлюся, а то отой гітарист. Ну, думаю, розважуся.

Пишу: «Привіт».

А він: «Як справи? Давно не чулися».

Ну так, давно, більше року тому, я вже й забула про твоє існування, масік.

«Та от, в лікарні, вирізали жовчний, зустрічаюся з хлопцем».

«О, вітаю! А хлопець тебе підтримує?»

«Звичайно. Зараз оце на сусідньому ліжку спить».

«То тримайся за нього з усіх сил!»

Я охриніла чуток.

«Слухай, я сама розберусь, що мені робити». 

Ну і забанила його к хуям. Боженьку, ну коли такі совєтнікі повиздихають, а?

#нахєр_с_пляжа_без_панамки",text,
11,2097,2022-01-19 19:37:16+00:00,,PeerChannel(channel_id=1310250438),,"Ну що, людоньки: я ожила. Пізніше все розповім. Це була ще та історія;)

#гумор від підписниці",photo,
12,2096,2022-01-13 07:37:58+00:00,,PeerChannel(channel_id=1310250438),,"Ну шо, людоньки!

Ваша улюблена авторка в лікарні, будуть терміново вирізати жовчний. Забрали мене таки по швидкій, так що найближчим часом точно постів не буде.

Сподіваюся, що все закінчиться добре і я напишу вам дохріна постів. Тим більше, що книжка ще не писана;)

Можете підтримати свою авторку не лише морально — буду рада:) А як нє - то нє.

Обіймаю всіх!",text,
13,2095,2022-01-12 11:15:15+00:00,,PeerChannel(channel_id=1310250438),,"Друзі!

Я збиралася вам викатити тест класних презиків, але сталося так, що я після швидкої, яку довелося викликати вчора, лежатиму в ліжку і хєр його зна, коли зможу бути в нормальному притомному стані. 

А презики хароші, якщо що:) рекомендую! Напишу про них пізніше, коли матиму змогу у вертикальному положенні перебувати більше за кілька хвилин.

P.S. І не забувайте додавати промокод «Ці блядські історії», матимете знижку в 10 відсотків майже на всі товари на сайті LOVESPACE, що дуже приємно.

#тест_тест",text,
14,2094,2022-01-10 18:49:50+00:00,,PeerChannel(channel_id=1310250438),,"#гумор від підписниць:)

Добрий вечір! То я так натякаю хлопцеві, що час смажити деруни;)

Але #не_сьогодні, хє-хє",photo,
15,2093,2022-01-10 12:39:53+00:00,,PeerChannel(channel_id=1310250438),,,text,
16,2092,2022-01-10 08:36:01+00:00,,PeerChannel(channel_id=1310250438),,4441114451216343,text,
