,id,date,from_id,to_id,fwd_from,message,type,duration
0,856969,2022-02-12 12:45:04+00:00,,463034736,,"а у тебя как дела??? рассказывай🥺
жаль что мы с тобой на каникулах так и не пересеклись",text,
1,856968,2022-02-12 12:44:28+00:00,,463034736,,,photo,
2,856967,2022-02-12 12:44:28+00:00,,463034736,,,photo,
3,856964,2022-02-12 12:40:11+00:00,,463034736,,мне это так нужно было😭😭 так соскучилась по горам капец,text,
4,856963,2022-02-12 12:39:31+00:00,,463034736,,"а карпаты это лучшее место, куда можно сбежать в этом унылом феврале",text,
5,856959,2022-02-12 12:39:08+00:00,,463034736,,"так что мы не надолго, так развеется)",text,
6,856958,2022-02-12 12:39:04+00:00,,463034736,,меня так все достало)),text,
7,856957,2022-02-12 12:38:53+00:00,,463034736,,да у меня потихоньку дела делаются!!! я недавно короной переболела,text,
8,856955,2022-02-12 12:38:14+00:00,,463034736,,"вернее, я заново учусь",text,
9,856954,2022-02-12 12:38:08+00:00,,463034736,,"та мы в драгобрате, на лыжах катаем с папой!!!",text,
10,856952,2022-02-12 12:38:02+00:00,,463034736,,ААА❤️❤️,text,
11,856948,2022-02-12 11:50:58+00:00,PeerUser(user_id=463034736),563277890,,где вы?? как надолго? как твои дела вообще??!,text,
12,856947,2022-02-12 11:50:47+00:00,PeerUser(user_id=463034736),563277890,,здорово!!!😭❤️❤️❤️,text,
13,856946,2022-02-12 11:49:47+00:00,PeerUser(user_id=463034736),563277890,,аааа черт вау!!!! как красиво!!!!,text,
14,856945,2022-02-12 11:48:56+00:00,,463034736,,,video,15
15,827188,2021-12-02 16:00:10+00:00,,463034736,,хаха дадад,text,
16,827187,2021-12-02 15:57:05+00:00,PeerUser(user_id=463034736),563277890,,вот это да,text,
17,827186,2021-12-02 15:57:03+00:00,PeerUser(user_id=463034736),563277890,,ц,text,
18,827185,2021-12-02 15:57:01+00:00,PeerUser(user_id=463034736),563277890,,капей,text,
19,827184,2021-12-02 15:56:55+00:00,PeerUser(user_id=463034736),563277890,,блин как забавно!!!!,text,
20,827183,2021-12-02 15:56:54+00:00,,463034736,,мда,text,
21,827182,2021-12-02 15:56:51+00:00,,463034736,,хахпэпэпэп,text,
22,827181,2021-12-02 15:56:47+00:00,,463034736,,все детство на нем играла!!!!,text,
23,827180,2021-12-02 15:56:37+00:00,PeerUser(user_id=463034736),563277890,,блин КАПЕЦ,text,
24,827179,2021-12-02 15:56:32+00:00,PeerUser(user_id=463034736),563277890,,ХАПХПХПХ,text,
25,827178,2021-12-02 15:56:28+00:00,,463034736,,❤️,sticker,
26,827177,2021-12-02 15:56:26+00:00,,463034736,,"этот стикер.....у нас точно такой же ковер был когда-то....типо...каков шанс, сколько этих ковров бывает",text,
27,827176,2021-12-02 15:56:03+00:00,,463034736,,захожу в этот стикерпак,text,
28,827175,2021-12-02 15:55:57+00:00,,463034736,,"МАША, НЕ ПОВЕРИШЬ",text,
29,827174,2021-12-02 15:53:10+00:00,,463034736,,о! супер!!! тогда как-нибудь сконнектимся) хпхп,text,
30,827173,2021-12-02 15:51:35+00:00,PeerUser(user_id=463034736),563277890,,🤝,sticker,
31,827172,2021-12-02 15:51:30+00:00,PeerUser(user_id=463034736),563277890,,я как раз заканчиваю 21го или 22го,text,
32,827171,2021-12-02 15:51:22+00:00,PeerUser(user_id=463034736),563277890,,вхахахах понимаю!,text,
33,827170,2021-12-02 15:51:09+00:00,,463034736,,у нас с этим все немного запутанно,text,
34,827169,2021-12-02 15:50:56+00:00,,463034736,,уххх если бы я сама знала ответы на эти вопросы😅 я думаю что не раньше 20 чисел декабря,text,
35,827168,2021-12-02 15:44:29+00:00,PeerUser(user_id=463034736),563277890,,"вернее, когда сессия у тебя заканчивается???",text,
36,827167,2021-12-02 15:44:14+00:00,PeerUser(user_id=463034736),563277890,,когда ты заканчиваешь?,text,
37,827166,2021-12-02 15:44:09+00:00,PeerUser(user_id=463034736),563277890,,фух ура!!,text,
38,827056,2021-12-02 11:57:14+00:00,,463034736,,так что да...после сессий бежим выпивать все кофе в кофейнях),text,
39,827055,2021-12-02 11:57:11+00:00,,463034736,,"хпхпхп у меня тоже столько мелочей, пока распишешь",text,
40,826953,2021-12-01 21:39:06+00:00,PeerUser(user_id=463034736),563277890,,😤😤😤,text,
