,id,date,from_id,to_id,fwd_from,message,type,duration
0,858615,2022-02-15 19:44:33+00:00,PeerUser(user_id=463034736),840183782,,https://music.youtube.com/watch?v=qchl3F-JdZo&feature=share,photo,
1,858569,2022-02-15 18:12:16+00:00,PeerUser(user_id=463034736),840183782,,даа,text,
2,858568,2022-02-15 18:12:14+00:00,PeerUser(user_id=463034736),840183782,,надо сходить,text,
3,858567,2022-02-15 18:12:13+00:00,,463034736,,Хочу сходить,text,
4,858566,2022-02-15 18:11:56+00:00,PeerUser(user_id=463034736),840183782,,круто!!!,text,
5,858565,2022-02-15 18:11:54+00:00,PeerUser(user_id=463034736),840183782,,ооооо,text,
6,858564,2022-02-15 18:10:56+00:00,,463034736,,,photo,
7,858546,2022-02-15 17:26:06+00:00,,463034736,,Понятно😢😢😢😢,text,
8,858545,2022-02-15 17:25:52+00:00,PeerUser(user_id=463034736),840183782,,он уже старенький был,text,
9,858544,2022-02-15 17:25:48+00:00,PeerUser(user_id=463034736),840183782,,да(((,text,
10,858542,2022-02-15 17:25:33+00:00,,463034736,,А я тут марго смотрела. У неё что пёсик умер???? Так жалко....,text,
11,858539,2022-02-15 17:25:06+00:00,,463034736,,Как уютно и просторно,text,
12,858537,2022-02-15 17:24:59+00:00,,463034736,,Ммммм класссс,text,
13,858534,2022-02-15 17:21:00+00:00,PeerUser(user_id=463034736),840183782,,,photo,
14,858533,2022-02-15 17:21:00+00:00,PeerUser(user_id=463034736),840183782,,,photo,
15,858532,2022-02-15 17:21:00+00:00,PeerUser(user_id=463034736),840183782,,,photo,
16,858531,2022-02-15 17:21:00+00:00,PeerUser(user_id=463034736),840183782,,,photo,
17,858530,2022-02-15 17:21:00+00:00,PeerUser(user_id=463034736),840183782,,,photo,
18,858529,2022-02-15 17:21:00+00:00,PeerUser(user_id=463034736),840183782,,,photo,
19,858528,2022-02-15 17:20:40+00:00,PeerUser(user_id=463034736),840183782,,и маша следит за кошками,text,
20,858527,2022-02-15 17:20:36+00:00,PeerUser(user_id=463034736),840183782,,тетя уехала в афины,text,
21,858526,2022-02-15 17:20:32+00:00,PeerUser(user_id=463034736),840183782,,а меня маша к тете привела,text,
22,858525,2022-02-15 17:20:27+00:00,PeerUser(user_id=463034736),840183782,,супер!,text,
23,858524,2022-02-15 17:20:25+00:00,PeerUser(user_id=463034736),840183782,,да,text,
24,858519,2022-02-15 17:17:28+00:00,,463034736,,Ок,text,
25,858518,2022-02-15 17:17:17+00:00,,463034736,,Аааа поняла,text,
26,858517,2022-02-15 17:17:03+00:00,,463034736,,Или нас?,text,
27,858516,2022-02-15 17:16:59+00:00,,463034736,,Вас?,text,
28,858515,2022-02-15 17:16:16+00:00,PeerUser(user_id=463034736),840183782,"MessageFwdHeader(date=datetime.datetime(2022, 2, 15, 17, 0, 28, tzinfo=datetime.timezone.utc), imported=False, from_id=PeerUser(user_id=428330492), from_name=None, channel_post=None, post_author=None, saved_from_peer=None, saved_from_msg_id=None, psa_type=None)","В пятницу примерно на 2 часа вас двоих готов принять, но сказал, что в четверг точно время обсудим",text,
29,858310,2022-02-15 06:53:21+00:00,,463034736,,😘,sticker,
30,858309,2022-02-15 06:51:18+00:00,PeerUser(user_id=463034736),840183782,,❤️,sticker,
31,858308,2022-02-15 06:51:15+00:00,PeerUser(user_id=463034736),840183782,,дааа,text,
32,858307,2022-02-15 06:50:52+00:00,,463034736,,,voice,6
33,858299,2022-02-15 06:41:36+00:00,PeerUser(user_id=463034736),840183782,,,photo,
34,858298,2022-02-15 06:41:36+00:00,PeerUser(user_id=463034736),840183782,,,photo,
35,857542,2022-02-14 14:13:02+00:00,PeerUser(user_id=463034736),840183782,,🤝,sticker,
36,857541,2022-02-14 14:12:49+00:00,,463034736,,Встретимся на остановке,text,
37,857540,2022-02-14 14:10:32+00:00,PeerUser(user_id=463034736),840183782,,ривер клаб,text,
38,857539,2022-02-14 14:10:21+00:00,,463034736,,Ты где сейчас?,text,
39,857538,2022-02-14 14:10:10+00:00,,463034736,,А мы сейчас с Максом выйдем,text,
40,857537,2022-02-14 14:10:00+00:00,,463034736,,Класс,text,
41,857533,2022-02-14 13:55:54+00:00,PeerUser(user_id=463034736),840183782,,села в 6,text,
42,857526,2022-02-14 11:57:33+00:00,,463034736,,Ждем,text,
43,857525,2022-02-14 11:57:19+00:00,,463034736,,Ок,text,
44,857524,2022-02-14 11:56:39+00:00,PeerUser(user_id=463034736),840183782,,после пары,text,
45,857523,2022-02-14 11:56:31+00:00,PeerUser(user_id=463034736),840183782,,через час пойду на автобус,text,
