,id,date,from_id,to_id,fwd_from,message,type,duration
0,359,2022-02-15 14:00:28+00:00,,PeerChannel(channel_id=1314652909),,"Ловите Дмитрия, он играет и водит Подземелья и Драконы уже 15 лет! Свой опыт здорово конвертирует в крутые мысли/советы в своём тг канале. А ещё у него открыты комменты в отличии от некоторых 😂

А теперь его речь...

Приветствую всех зашедших или просто любопытствующих в таверне ""Спящий Бельчонок"". 🐿

Знайте, здесь нет места материальному, нет места реальности, благодаря которой, вы можете читать эти строки. Зайдя на этот канал, вы попадаете в сны маленького бельчонка. Эти сны могут быть и голосом автора, а могут показать вам уникальные реальности или миры, о которых вы, может быть, только читали или смотрели фильмы. Я скажу одно, встречая Вас всех фентезийной пинтой вашего самого любимого напитка: «за счет заведения и Добро пожаловать!» 🍻

Пусть никто не уйдет тем, кем зашел до этого!

Проход в ""Спящий бельчонок"" тут 👉🏻 https://t.me/slippysquirrel",photo,
1,358,2022-02-14 15:05:48+00:00,,PeerChannel(channel_id=1314652909),,"В этом документе вы найдете дополнительные 
правила по использованию кораблей в ваших играх. 🐋🌊⛵️",text,
2,357,2022-02-13 09:47:20+00:00,,PeerChannel(channel_id=1314652909),,"Ранее отправлял карточки предметов и эффектов днд под печать, теперь публикую карточки заклинаний! Они свёрстаны в формате карт торо. 🃏

Вытянул эту прелесть из паблика Long Story Short! сверстал всё это дело Максим Московцев 🌝",text,
3,356,2022-02-12 10:11:06+00:00,,PeerChannel(channel_id=1314652909),,,text,
4,355,2022-02-12 10:11:06+00:00,,PeerChannel(channel_id=1314652909),,,text,
5,354,2022-02-12 10:11:06+00:00,,PeerChannel(channel_id=1314652909),,,text,
6,353,2022-02-12 10:11:06+00:00,,PeerChannel(channel_id=1314652909),,,text,
7,352,2022-02-12 10:09:08+00:00,,PeerChannel(channel_id=1314652909),,"В группе Dungeons & Dragons для всех  закончился конкурс приключений ко Дню Всех Влюблённых! ❤️‍🔥
В результате мы получили 4 шикарных авторских ваншота в общем доступе ""Об истории любви"" 🌝

«История в Велесову Ночь» - Необычный сеттинг в стиле Древней Руси и очень крутая история с оборотнями и интересными развязками. (Автор: Галка Денисова)

 «Потерянный любовник» - Шикарный сюжет, очень крутые столкновения и невероятно крутое оформление приключения (Автор: Андрей Демидов)

 «Проклятье луны» - Оформление на уровне официальных приключений Wizards of the Coast, шикарный дизайн столкновений, красивые карты, предметы — в общем все, что нужно, чтобы отлично провести время (Автор: Dasha Skywalker)

«Сахарное сердце» -  Милый кот, сахарное королевство, мармеладный лес, тыквенное поле + крутая классическая любовная история!  (Автор: Данил Мосин)",text,
8,351,2022-02-11 13:49:35+00:00,,PeerChannel(channel_id=1314652909),,"Ловите студию 3D печати PrintMedia.
Там можно заказать любую фигурку, миниатюру, тирэйн или элемент косплея для вашего хобби. 😜
Есть только задумка или эскиз? Не проблема, у них в команде 3D художники которые смогут воплотить вашу идею! 🎨

Хотите миниатюру уже готовую к битвам? И это тоже для них не проблема, покрасят! 🖌

Они не оставят вас с вопросами и помогут  на всех этапах заказа от идеи до готовой модели.
У ребят низкие цены и отличное качество печати, используются самые экологичные материалы. Они за то чтобы ваше хобби развивалось и не било по кошельку. От меня ловите скидку в 10% по промо коду: ""SNEAKY_DICE"". 😜

О розыгрышах и новых скидках можно узнать из их Instagram - https://www.instagram.com/printmedia3d/ и группы в VK - https://vk.com/printmedia3d

Прямо сейчас у них проходит конкурс, переходи по ссылке и участвуй!
Холяву нельзя упускать 😉",photo,
9,350,2022-02-11 13:22:57+00:00,,PeerChannel(channel_id=1314652909),,"Подписчик отправил невероятный файл! Это заготовка для создания удобной тетради на кольцах для игрока со всеми важными нюансами игры. Как у него будет готова тетрадь для мастеров, я тоже опубликую! 😜",text,
10,349,2022-02-08 20:00:04+00:00,,PeerChannel(channel_id=1314652909),,"Забирайте огромное количество карточек предметов и эффектов. В моём понимании полезнее всего конечно карточки с эффектами, но возможно вам придутся по душе карты буханки хлеба и зелий лечения 🧙🏻‍♂️😜",text,
11,348,2022-02-06 15:41:57+00:00,,PeerChannel(channel_id=1314652909),,"Ловите 87 невероятно полезных вордовских страниц. 🗒
Вас ждёт полное погружение в городской строй политику и власть, городские услуги, законы, дома, гильдии, организации, церкви, городские события и столкновения, история города, как выжить в городе, какие в городе оружие, броня и заклинания. 🏘🏠🏡🕌🕍",text,
12,347,2022-02-04 19:40:17+00:00,,PeerChannel(channel_id=1314652909),,,text,
13,346,2022-02-04 19:40:17+00:00,,PeerChannel(channel_id=1314652909),,,text,
14,345,2022-02-04 19:40:17+00:00,,PeerChannel(channel_id=1314652909),,,text,
15,344,2022-02-04 19:40:17+00:00,,PeerChannel(channel_id=1314652909),,,text,
16,343,2022-02-04 19:40:17+00:00,,PeerChannel(channel_id=1314652909),,,text,
17,342,2022-02-04 19:40:06+00:00,,PeerChannel(channel_id=1314652909),,"Знаю, что вы такое любите! Я сам всегда с любопытством залипаю на таблицы. Это перевёл и отправил подписчик 🧙🏻‍♂️Ловите:",text,
18,341,2022-02-04 17:19:32+00:00,,PeerChannel(channel_id=1314652909),,"Объявляю конкурс артов! ❤️‍🔥

Вечерние кости прислали мне на розыгрыш 8 билетов на их онлайн фестиваль настольных ролевых игр KosticCONnect 2022! 🦴

Подробнее с фестивалем можно ознакомиться тут: https://vk.com/kosticonnect
Или посмотреть видео ребят с объяснением: https://goo.su/btnI

Для участия в конкурсе необходимо: 😛

- Нарисовать (в любом формате) арт по нашим играм! Будь то Рудники или отдельные ваншоты, можно нарисовать хуманизированную косточку (Тип подлая кость “Sneaky Dice”)!
- Опубликовать рисунок в нашем дискорде в разделе “фан-арты” или напрямую отправить мне в инсту!
- 22 февраля я отберу 8 самый сочных работ и отправлю их авторам билет!

Все работы участников отмечу и опубликую в инсте!)
Заряжайте планшеты, точите карандаши или открывайте краски, всем удачи! 🍀
Я буду самым счастливым, когда увижу арты! 😳
Надеюсь и вы порадуйтесь победе! Напоминаю, будет 8 победителей! 🥳",photo,
19,340,2022-02-03 21:28:51+00:00,,PeerChannel(channel_id=1314652909),,,text,
20,339,2022-02-03 21:28:51+00:00,,PeerChannel(channel_id=1314652909),,,text,
21,338,2022-02-03 21:28:51+00:00,,PeerChannel(channel_id=1314652909),,,text,
22,337,2022-02-03 21:28:51+00:00,,PeerChannel(channel_id=1314652909),,,text,
23,336,2022-02-03 21:28:51+00:00,,PeerChannel(channel_id=1314652909),,,text,
24,335,2022-02-03 21:28:51+00:00,,PeerChannel(channel_id=1314652909),,,text,
25,334,2022-02-03 21:28:51+00:00,,PeerChannel(channel_id=1314652909),,,text,
26,333,2022-02-03 21:28:51+00:00,,PeerChannel(channel_id=1314652909),,,text,
27,332,2022-02-03 21:28:51+00:00,,PeerChannel(channel_id=1314652909),,,text,
28,331,2022-02-03 21:28:51+00:00,,PeerChannel(channel_id=1314652909),,,text,
29,330,2022-02-03 21:26:51+00:00,,PeerChannel(channel_id=1314652909),,"Остатки сладки, надеюсь ночным уведомление не помешал. Больше не буду так поздно постить! 😅🌝",text,
30,329,2022-02-02 15:20:33+00:00,,PeerChannel(channel_id=1314652909),,,text,
31,328,2022-02-02 15:20:33+00:00,,PeerChannel(channel_id=1314652909),,,text,
32,327,2022-02-02 15:20:33+00:00,,PeerChannel(channel_id=1314652909),,,text,
33,326,2022-02-02 15:20:33+00:00,,PeerChannel(channel_id=1314652909),,,text,
34,325,2022-02-02 15:20:33+00:00,,PeerChannel(channel_id=1314652909),,,text,
35,324,2022-02-02 15:20:33+00:00,,PeerChannel(channel_id=1314652909),,,text,
36,323,2022-02-02 15:20:33+00:00,,PeerChannel(channel_id=1314652909),,,text,
37,322,2022-02-02 15:20:33+00:00,,PeerChannel(channel_id=1314652909),,,text,
38,321,2022-02-02 15:20:33+00:00,,PeerChannel(channel_id=1314652909),,,text,
39,320,2022-02-02 15:20:33+00:00,,PeerChannel(channel_id=1314652909),,,text,
40,319,2022-02-02 15:17:18+00:00,,PeerChannel(channel_id=1314652909),,Зачастую игрокам хочется выйти за рамки обычных классов. Сегодня и завтра скину подобные неофициальные наработки:,text,
41,317,2022-02-01 16:54:31+00:00,,PeerChannel(channel_id=1314652909),,,text,
42,316,2022-01-31 18:55:50+00:00,,PeerChannel(channel_id=1314652909),,"В тавернах по всем освещённым солнцем землям Фаэруна шепотом рассказывают о Подземье - лишенном света подземном царстве, в котором живут легендарные расы и древнее отвратительное зло! Держите 214 страниц перевода старых, но всё ещё супер полезных материалов про подземье. Тут вас ждут описания рас, регионов, монстров, маг артефактов, нпс и т.д.  🐉🦴🕸🕷",text,
43,315,2022-01-30 15:07:33+00:00,,PeerChannel(channel_id=1314652909),,"Вас сейчас зальёт ""Свет Маяка""! Это сборник материалов способный придать вашей компании незабываемое ощущение эпохи паровых технологий! Там классные хоумбрюшки огнестрельного оружия,  ""современного"" снаряжения и т. д. ⚙️🔩💨",text,
44,314,2022-01-28 12:57:01+00:00,,PeerChannel(channel_id=1314652909),,"А ещё у меня День рождения! Принимаю подарки в виде оформленного колокольчика на ютубе  😜🔔https://www.youtube.com/channel/UCe_vCsHHRPT9XPVYDInQqqQ 

Или на инстаграм можете подписаться (там рубрика ежедневная полезная для мастеров, в феврале буду публиковать различные артефакты туда) 😝
https://www.instagram.com/sneaky_trick/?hl=ru",text,
45,313,2022-01-28 12:54:23+00:00,,PeerChannel(channel_id=1314652909),,,text,
46,312,2022-01-28 12:54:23+00:00,,PeerChannel(channel_id=1314652909),,,text,
47,311,2022-01-28 12:54:23+00:00,,PeerChannel(channel_id=1314652909),,,text,
48,310,2022-01-28 12:53:20+00:00,,PeerChannel(channel_id=1314652909),,"Ну вот неделя приключений подошла к концу. Вишенкой на торте будут эти ваншоты:

- Погребённое под веками (Археологическая экспедиция) 🦴
- Кораблекрушение морского Мефита (Пережить кораблекрушение и сбежать с необитаемого острова) 🏝 
- Ваншот в стиле хоррор Логово ⛈",text,
49,309,2022-01-27 11:46:17+00:00,,PeerChannel(channel_id=1314652909),,"Лови увлекательный модуль про магию и пыльные книги а-ля ""Гарри Поттер""! 👨🏼‍🎓👩🏽‍🎓🔮",text,
50,308,2022-01-26 11:15:05+00:00,,PeerChannel(channel_id=1314652909),,,text,
51,307,2022-01-26 11:15:04+00:00,,PeerChannel(channel_id=1314652909),,,text,
52,306,2022-01-26 11:15:04+00:00,,PeerChannel(channel_id=1314652909),,,text,
53,305,2022-01-26 11:15:04+00:00,,PeerChannel(channel_id=1314652909),,,text,
54,304,2022-01-26 11:15:04+00:00,,PeerChannel(channel_id=1314652909),,,text,
