,id,date,from_id,to_id,fwd_from,message,type,duration
0,788,2022-02-14 14:31:53+00:00,,PeerChannel(channel_id=1250022771),,"Я очень везучий человек. 

Удачливый «удачей дурака»: в мелочах у меня обязательно что-нибудь пойдёт наперекосяк, но в итоге всё будет хорошо. О таких говорят: родился под счастливой звездой.

Я вижу, сколько вокруг прекрасных, добрых и умных, но при этом несчастных людей. Сколько тех, кто годами ищет любовь — и не находит. 

А меня жизнь брала под крыло, берегла и спасала. Мне счастье — вот уж правда — прямо в руки легло.

У этого счастья есть имя. Твоё имя. Моя любовь, мой самый близкий друг, моя жизнь — всё это ты одна. 

Однажды, в самом-самом начале, ты попросила меня: «Просто будь!» И вот теперь я хочу сказать тебе: «Просто будь!» 

Пока ты рядом — ничего не страшно. В самом главном нам повезёт. Уже повезло.",text,
1,787,2022-02-12 14:05:18+00:00,,PeerChannel(channel_id=1250022771),,"Истории про несовпадение кинков

Что делать, если одному партнеру хочется в сексе чего-то, чего другой не хочет? Все мы слышали советы: «просто договоритесь», «просто забудьте» или «просто разведитесь». Классно звучит, не спорю… Но что делают в этой ситуации реальные люди? 

Вот несколько историй, присланных читателями:

• Не буду описывать, какой кинк был у партнера, т.к. не думаю, что ему было бы приятно. Смысл такой, что секс вне кинка его не особенно интересовал. Традиционный секс с пенетрацией у нас был только в начале отношений. 

Чтобы получать удовольствие, ему надо было, чтобы я говорила на тему кинка, одновременно лаская его. А меня его кинк не вдохновлял. Ну то есть резкого отторжения не было, но и интереса тоже. И это было довольно тяжело. 

Мы прожили вместе несколько лет и расстались по совершенно другой причине, но, если оглядываться назад, могу ли я сказать, что была удовлетворена нашей сексуальной жизнью? Увы, нет.

• Были чудесные отношения, хотелось чего-то пожестче, парень был наоборот нежен и предупредителен, ничего с собой поделать не мог. Расстались. Жесть получила, никогда больше такого не захочу. Думаю, что не проще ли было читернуть? Получить то, чего хотела, и понять, что это не то.

• Кинков несколько, на что-то партнёр соглашается, на что нет. На то что нет - только онанизм и порно. )) Собственно, в рамках моногамного брака вариантов нет. 

Поскольку уже давно смирился, то без драматизма. Опять же, мне под 50, а это накладывает свои особенности восприятия мира. )) Как сказал один мой друг, после 40 мужик неожиданно обнаруживает, что в мире есть много всего интересного кроме женщин.

• Для меня решение лежит в терпении и времени. Не была в ситуации полного несовпадения, но были случаи, когда фантазии партнера воспринимались как «для меня это перебор». В такой ситуации мы обсуждали, что другой на данный момент не готов это пробовать, но воспринял к сведению. 

И затем, со временем, пробуя новое, я постепенно двигалась в сторону все большего принятия высказанной идеи. И вот, спустя несколько месяцев, я уже сама предлагаю попробовать. 

Конечно, были случаи, когда, попробовав, я понимала, что все-таки нет. Тогда вопрос откладывается на неопределенное время. Но в большинстве ситуаций результат был положительным. Однако для нас это работает только при условии отсутствия какого-либо давления. 

• Что ж, мой кинк - немоногамия. Несколько неэтичная по отношению к любовникам (как правило, о своих отношениях я не рассказываю). 

Мне нравится медленно и вдумчиво собираться на свидание с кем-то, надевать чулки, ловить взгляды мужа, целоваться с ним, вдвоем шутить про ""этого несчастного парня"", которому достанется только один вечер, обсуждать, как я буду действовать. 

Доминировать над мужем мне не интересно, я воспринимаю его как равного и очень люблю, а вот мальчики с одноразовых свиданий - совсем другое дело. И самое приятное в этом, что после свидания - будет секс или нет, не так важно - я вернусь домой к мужу. Это для меня о доверии, об эксклюзивности наших отношений и небывалой близости. 

С моим мужем, самым близким человеком на свете, эта фантазия была реализована только один раз. И больше, думаю, не повторится никогда, хотя для меня это довольно важная тема и сильные эмоции. 

Что с этим делать? Не знаю. Еще на заре отношений я делилась мыслью, что не хочу ограничивать ни себя, ни его. Эта идея казалась ему заманчивой. Но чем больше мы сближались, чем больше времени проводили вместе, тем меньше он хотел думать о других. А я вот - нет. 

Не могу сказать, что проблему можно как-то решить. Мы обсуждали, выясняли и думали вдвоем. Иногда компромиссного решения нет, а уступка может разрушить психику одного из пары. 

Просто что-то оказывается важнее: для меня оказалась важнее его любовь, его душевный комфорт и наша семья.

До встречи с мужем я некоторое время выясняла, насколько это вообще для меня важно, и к моменту встречи точно знала, как в этом плане работает моя сексуальность. Думала: отлично, есть о чем честно сказать партнеру! И вот, оказывается, даже это не панацея. Так что…",text,
2,786,2022-02-11 13:31:31+00:00,,PeerChannel(channel_id=1250022771),,"Половое воспитание

Не знаю как вас, а меня всегда коробит от слов «половое воспитание». Мне в этом слышится что-то казенно-бюрократическое: «Сейчас мы тебя научим родину любить!»  

Впрочем, в моем детстве не было и этого. О половом созревании я узнавал из учебника по биологии, где кто-то, слава богу, написал об этом страничку. Ни родители, ни учителя о сексе не говорили в принципе. О врачах вообще молчу: где секс и где эти тетки из поликлиники? 

Рад, что ситуация потихоньку меняется и что о сексе начинают открыто говорить - в том числе доктора (настоящие, а не ряженые из инстаграма). Вот в канале одной московской клиники, где есть горка для детей и взрослых, сделали хорошую серию постов с картинками о секс-просвете:

• Как говорить с подростком о сексе 

• Что важно рассказать сыну о половом созревании

• Что нужно рассказать дочке 

• Как отвечать на сложные вопросы

Канал не про секс, а про науку и доказательную медицину. И по-моему хорошо, что там не стесняются писать и о сексе. Желаю им успехов и очень надеюсь, наши дети доживут до времен, когда говорить на эти темы можно будет открыто и честно - если не с нами, то хотя бы с докторами.",photo,
3,785,2022-02-10 14:05:21+00:00,,PeerChannel(channel_id=1250022771),,"• Радикализация. Если партнеры заняли жесткие позиции по спорному вопросу, то обычно со временем разногласия лишь обостряются. Чем больше давление, тем сильнее сопротивление - и с каждым разом шансов на компромисс все меньше. Разговоры становятся предсказуемыми и ни к чему не ведут. Перестать гнуть свое и взглянуть на ситуацию шире - задача не из легких.

• Вежливое молчание. Некоторые так боятся расстроить партнера, что предпочитают не говорить, если чем-то недовольны в сексе. Однако в перспективе молчание опаснее, чем откровенный разговор. Уж сколько было в мире случаев, когда человек, не решившись сказать о сексуальных проблемах партнеру, шел изменять - и губил отношения окончательно.

• Гендерные различия. Зачастую в разговорах мы не придаем должного значения гендерным различиям - все-таки на многие вопросы мужчины и женщины смотрят по-разному. Например, мужчины в среднем выше ценят свою автономность, а женщины - взаимную поддержку (подробно об этом пишет лингвист Дебора Таннен в книге «Ты просто не понимаешь»). 

В результате, когда жена спрашивает у мужа о его сокровенных желаниях в сексе, он может воспринимать это как попытку «залезть в душу» - и отстраняется. А она трактует его отстранение как признак нелюбви. 

Другой пример: многие женщины считают единственной правильной формой коммуникации разговоры. Мужчины же жалуются на партнерш, не понимающих, что для них секс - это тоже форма коммуникации и способ сблизиться.

• Критика и сарказм. Бывает, люди сдерживают свое недовольство до тех пор, пока оно не прорвется в форме критики или язвительных замечаний («Ну что, сегодня у нас опять не будет секса?»). 

Критика - это тоже способ делиться желаниями, но очень уж опасный. Она редко дает хорошие результаты. Особенно в вопросах секса, где все мы предельно уязвимы. Даже «безобидные замечания» здесь могут больно ранить.

• Удары ниже пояса. В тяжелых случаях партнеры не ограничиваются взаимной критикой и сарказмом, а переходят к прямым оскорблениям - «наказывают» друг друга словами. 

Для примера доктор Лав записала несколько выражений за реальными парами:
«Да кто тебя захочет с таким телом!»
«Меня тошнит от звуков, которые ты издаешь в постели».  
«Если у нас больше никогда не будет секса - я не расстроюсь».
«Ты что, не можешь не кончать чуть подольше?»
«Ты извращенец!»   
«И это всё?»

В отношениях любящих людей не может быть места унижению.  

• Обобщения. Критикуя, люди легко прибегают к широким обобщениям - «ты всегда», «ты никогда».
«Ты никогда не хочешь секса».
«Все вы, мужчины, одинаковые».
«Ты каждый раз засыпаешь сразу после секса».
«Ты никогда не делишься со мной своими мыслями».    

А как правильно?

Обычно нам кажется, что мы-то выражаем свои желания четко и откровенно. Но в реальности почти у всех людей есть проблемы с разговорами о сексе, подчеркивает Патрисия Лав. 

По большому счету, совета здесь всего два, резюмирует она: начните говорить о своих потребностях и желаниях (1) более позитивно - заменяя жалобы пожеланиями - и (2) конкретно.",text,
4,784,2022-02-09 12:20:26+00:00,,PeerChannel(channel_id=1250022771),,"Как говорить о сексе, чтобы сделать хуже. Шаблоны-ловушки
По книга Патрисии Лав Hot Monogamy

Кто еще не слышал, что говорить с партнером о сексе - это хорошо и полезно, а молчать - вредно и плохо? Но в реальности людей, которые умеют говорить о сексе конкретно и доброжелательно, по-прежнему крайне мало, признает Патрисия Лав. 

Проблема большинства пар в том, что в разговорах о сексе они не говорят о сексе, а ходят вокруг да около: пускают в ход жесты и вздохи, намеки и эвфемизмы, шуточки и кодовые слова, колкости и ложь. 

Нередко мы говорим о сексе так, что вреда выходит больше, чем пользы. Доктор Лав приводит примеры разрушительных шаблонов:

• «Догадайся, о чём я». Человек намекает, чего ему хочется, но не сообщает подробностей, словно партнер должен читать мысли. 

Лав приводит в пример мужчину, который повторял жене: «Хочу, чтобы ты меня хотела». Она думала, что он просит чаще инициировать секс - и инициировала. А на самом деле он хотел, чтобы она была менее сдержанной в постели, мечтал о «жарком» сексе. В итоге этот любитель загадочных посланий стал изменять, и они развелись.

• Кошки-мышки. Порой люди специально говорят о своем желании заняться сексом в моменты, когда это невозможно. Женщина звонит мужу на работу: «Ах, если бы ты сейчас был дома и взял меня…» Вечером он приходит и получает отказ: «Мне хотелось днем, а теперь уже нет». 

У такого поведения могут быть разные причины - от желания подразнить до попытки доказать силу своего влечения - но итог всегда печален.

• Куча требований. Вы когда-нибудь пытались уложить спать ребенка, который не хочет спать? Ему тут же оказывается нужно попить воды, перекусить, стратегически разложить игрушки, послушать песенку - и так до бесконечности.

Некоторые взрослые так же выдвигают массу требований, когда речь заходит о сексе: я не против заняться любовью, но только если…
- Я накануне поспал(а) не меньше 8 часов
- До месячных еще далеко
- С прошлого секса прошло не менее X дней
- На этой неделе у нас не было размолвок
- Завтра не нужно на работу
- По телевизору не идет футбол
- Мы не слишком объелись
- Мы сделаем это так, как я хочу
И т.д.

Знать и честно говорить о своих нуждах - это правильно. Но когда человек находит все новые поводы не заниматься любовью - за этим чаще всего кроется какая-то иная причина, полагает Лав.

• Деперсонализация. Бывают люди, которые говорят о желаниях очень обезличенно: «Соскучился по сексу», «Мне нужно потрахаться». Но партнерша обычно желает слышать другое: что хотят именно её, а не просто унять зуд. Как сказала супругу одна женщина: «Ты всегда хочешь этого, когда же ты захочешь меня?»  

• Табуированные темы. Есть люди, которые говорят о сексе свободно - но лишь пока не доходит до каких-то «запретных» тем. Например:
- Неспособность достичь оргазма
- Необходимость стимуляции клитора
- Проблемы с эрекцией
- Опасность венерических болезней и ВИЧ
- Презервативы и противозачаточные
- Мастурбация
- Вибраторы
- Фантазии
- Жажда разнообразия
- Боль
- Низкое влечение
- Порно
И так далее.

Какими бы ни были причины это молчания, важно повышать уровень взаимного доверия, чтобы все-таки говорить о важном, отмечает доктор Лав.

• Бесконечные разговоры. Проблема большинства людей в том, что они не говорят о сексе. Но бывают и те, кто наоборот болтает без умолку - до, после и во время секса. 

Далеко не всем такое нравится. Это как ходить на «Лебединое озеро» с человеком, который все время комментирует, сравнивает Лав: «Ой, балерина упала! Она ранена? Она умирает?..» 

• Проецирование. Порой мы проецируем на партнеров свои желания. Или наоборот - свое нежелание. Например, жене не хочется заниматься любовью, но она объясняет, что дело в муже: «Тебе ведь завтра рано вставать».

Часто люди проецируют на других свои страхи и тревоги. Мужчине может казаться, будто партнерша хочет, чтобы он дольше не кончал - а ее волную совсем иные вещи. Или женщина переживает, что партнер устает подолгу доводить ее до оргазма, а для мужчины это не проблема: «Куда нам спешить?» 

Не забывайте проверять предположения.",text,
5,783,2022-02-07 13:01:50+00:00,,PeerChannel(channel_id=1250022771),,"Почему парни не покупают себе секс-игрушки?

Недавно поспорили с коллегами-блогерами, почему мужчины так мало интересуются мастурбаторами и прочими мужскими секс-игрушками. 

Я немного потроллил, сказав, что причина тут простая: мужские секс-игрушки - полная фигня. Вот купил я себе одну, другую, третью - а удовольствие мизерное. Ну и перестал выбрасывать деньги на ветер.

А Ронни мне возражала, что дело в мужской психологии: «У мужчин очень мало запроса для себя... Чем лучше ты будешь замечать разницу в своих ощущениях, тем ярче и прикольнее будет потом партнёрский секс. Все секс-блоги уже не первый год кричат о том, как важна женская мастурбация и как она приводит к крутом сексу. Если ты думаешь, что мужчины с другой планеты, ты ошибаешься». 

Я этот аргумент слышу нередко. Но всегда почему-то только от девушек. И мне он напоминает классическое «у тебя просто мужика нормального не было». 

Осчастливить мужа мастурбатором

Кажется, я догадываюсь, откуда берется это отношение. Своими глазами вижу, какое удовольствие девушкам способны доставлять современные вибраторы и вакуумники. Искренне завидую! И понимаю, что хочется приобщить других.

Но попытки осчастливить мужчину, подарив ему мастурбатор или эрекционное кольцо, у меня вызывают лишь улыбку. Чем вы пытаетесь нас впечатлить? Резиновой, простите, дрочилкой? 

За всех не скажу, чисто за себя. Да, мне приятно, если любимая женщина хочет испробовать на мне какую-нибудь игрушку: «Вау, разнообразие! Мы делаем что-то развратное вместе! Круто!» Но это психологическое удовольствие. А физически… ну резинка и резинка. 

Мечтают ли андроиды об электроовцах

Не могу сказать, что у меня как у мужчины нет сексуальных «запросов для себя». У меня миллион желаний, кинков и фантазий… Да только все они не связаны с ощущениями в гениталиях. Я один такой нечувствительный?

Понимаю, что проще подарить парню мастурбатор для «развития тактильности», чем разбираться в том, чего ему реально хочется. Тем более, что откровенничать о желаниях мужчины не очень любят. Возможно потому, что в мечтах у нас обычно совсем не ароматические свечки… 

Что скажете, парни? Я не прав?",text,
6,782,2022-02-04 14:05:18+00:00,,PeerChannel(channel_id=1250022771),,"Не совпали кинками. Что дальше?

Когда читаешь много умных книжек о сексе, в какой-то момент выясняется, что есть проблемы, решения которых не предлагают даже умнейшие специалисты. Например, несовпадение либидо и несовпадение кинков.

И если про разницу влечений подробно написано в десятках томов (и в них даже встречаются дельные советы), то на проблему особых предпочтений в сексе как-то принято закрывать глаза: «Поделитесь фантазиями. Если партнер против, не делайте этого». На нет и суда нет. Конец истории. 

Но меня всегда интересовало: а что потом? Вот один услышал от другого в ответ: «Извини, давай никогда». Как им быть дальше?

Делать вид, что ничего не было? Поплакать и смириться? Выпрашивать и уламывать? Ждать и надеяться? Искать утешения в порно и фантазиях? Заводить любовников? Подавать на развод? Мне ни один из вариантов не кажется хорошим. 

Здорово, когда можно найти компромисс. Неплохо, когда можно махнуть рукой - «не очень-то и хотелось». Но ведь кинк на то и кинк, что от него не избавишься. 

Бывали ли вы в таких ситуациях? 
Есть ли у вас с партнером неприемлемые друг для друга предпочтения в сексе? 
Пытались ли вы что-то с этим сделать? 
Что вышло? 

Напишите в @pravonasex_bot. Буду благодарен за ваши истории.",text,
7,781,2022-02-02 13:02:15+00:00,,PeerChannel(channel_id=1250022771),,"Секс в разных стилях: четыре способа заниматься любовью
По книге Патрисии Лав Hot Monogamy

Чтобы секс в долгих отношениях не увял, нужно разнообразие, учат нас тут и там. Но что такое это разнообразие? Возможно ли оно вообще в долгосрочных отношениях? Да, возможно: особенно если заботиться об этом заранее, а не тушить пожар, когда уже припекло, отвечает доктор Патрисия Лав в книге «Жаркая моногамия». 

Слово «разнообразие» следует понимать широко - не просто как разнообразие поз, техник и секс-игрушек. Например, простой и многим неизвестный способ сделать секс интереснее - это вкладывать в него разное количество сил и времени, а не действовать всякий раз по одному шаблону.

Нередко партнеры занимаются сексом настолько одинаково, что могут с точностью до минуты предсказать, сколько это продлится. («17 минут», - тут же отозвалась одна из участниц семинара Патрисии Лав). Да, позы могут слегка варьироваться, но в целом результат всегда один. 

Чтобы секс не был монотонным, полезно освоить три-четыре разных сексуальных стиля. Например:

Быстрый секс. Некоторые пары чураются «секса по-быстрому», занимающего минут 15 и не требующего больших усилий. И очень зря, уверена доктор Лав. Такой секс помогает сбросить напряжение, получить удовольствие и сблизиться, даже если мало времени и сил. Секс не обязан каждый раз требовать ударной работы; оргазм не всегда нужен обоим партнерам; к тому же, быстрый секс дает особую свободу - и в выборе места, и в технике.

Привычный секс. Умеренные усилия и полчаса времени - чаще всего таким сексом большинство пар и занимается у себя в постели по вечерам или по утрам. Ничего плохого в «обычном» сексе нет: на него легко выкроить время даже занятым людям; этого времени достаточно, чтобы использовать 2-3 любимые техники; это приятный, комфортный и предсказуемый секс. Но если партнеры всегда занимаются только таким сексом, они многого себя лишают.

Долгий секс. Неторопливый, продолжительный секс, который может занимать от 45 минут до бесконечности. Занятым людям его нужно планировать заранее. К тому же, он может требовать подготовки: обстановка, долгие ласки, свечи, наряды и т.п. 

Многие занимаются таким сексом лишь в начале отношений, а уже через пару лет он исчезает из репертуара. Но если вы не поленитесь планировать «длинный секс» хотя бы раз в месяц, за год у вас наберется 12 таких особенных моментов - иногда этого уже достаточно, чтобы заметно улучшить интимную жизнь. 

Секс-приключение. Это секс, который партнеры сознательно посвящают каким-то экспериментам, чем-то новому и необычному (позам, техникам, фантазиям, игрушкам). Для многих людей отступить от своих привычек - самое сложное в сексе, но в этом-то и смысл данного стиля. Партнеры стремятся отойти от шаблонов, не боятся рисковать, играть и получать новый опыт, способный их сблизить.

* * *

Найдя вместе с партнером сексуальные стили, которые подходят вам лучше всего, выработайте для них понятные обозначения. Это позволит заранее предупреждать друг друга о желаниях и ожиданиях: «Как ты смотришь на секс по-быстрому?»; «Давай займемся долгим сексом»; «В выходные хочется поэкспериментировать».",text,
8,780,2022-01-31 14:01:01+00:00,,PeerChannel(channel_id=1250022771),,"— На ваш взгляд, что именно из сделанного помогло улучшить ситуацию?

— Помогла готовность принять мою точку зрения. Именно этот момент - что меня не будут заставлять силой или чмырить, не будет давления или критики. И когда я поняла, что меня примут с любыми моими пирогами, то и решать вопросы с этого момента стало гораздо проще. Потому что дальше это просто момент договаривания. 

Я никогда не хотела намеренно мужу сделать зла. И когда поняла, что он мне тоже не сделает зла, чтобы что-то доказать, не будет как-то продавливать, то для меня это был ключевой момент. 

Просто мы по-разному оценивали важность этой темы в отношениях. Когда я лучше стала понимать ценность секса в его жизни - что она не равна тому, как это у меня - я смогла больше адаптироваться. Потому что до этого мы просто об этом не говорили. Логично переносить свою позицию на другого - но отсюда неправильные ожидания. 

Поэтому помогает, как ни забавно, разговор по душам. Помогли разговоры в целом: о своих «как я это вижу», и «что это для меня такое».

И ещё время. Для меня это был ключевой фактор. Я в первый момент готова была его слова в штыки воспринять… Ну особенно если уже что-то тебя задело, то следующее ты уже воспринимаешь в штыки. А потом, когда время проходит, когда начинаешь об этом думать в другом эмоциональном  состоянии, то гораздо больше видишь рационально, спокойно, можно сделать шаг в сторону.

Ну а лучше всего - не давать вопросу наболеть.",text,
9,779,2022-01-31 14:00:45+00:00,,PeerChannel(channel_id=1250022771),,"Интервью с женой. Часть 2: как мы решали проблемы с сексом

В этой части моя жена отвечает на вопросы о том, как с её стороны выглядел наш «сексуальный кризис» и попытки его обсудить. Часть 1 - по ссылке. 

— Как вы восприняли попытки мужа наладить сексуальные отношения? Сразу ли пошли навстречу?

— Нет, конечно [смеётся]. Нет, конечно. 

Просто для меня в определенный момент сам секс казался вторжением в мою личную жизнь. Когда мне не хватало личного пространства, свободного времени... И поэтому, конечно, было сложно. Мне казалось, что это путь в одну сторону - просто следование желаниям партнёра. 

Поэтому я очень рада, что мы все-таки смогли потихоньку об этом говорить, и я поняла позицию мужа. Мне очень важно было понять, что это для него не просто желание продавить: «Вот это настолько важно, а ты отказываешь!» Это я болезненно воспринимала. 

Но потом, когда он сказал, что, если надо, он вообще готов от этого отказаться - тогда мне стало проще. Естественно, мы никогда не практиковали полного отказа от секса. Но это был момент, когда меня отпустило. Когда мне стала понятна его позиция: что он готов и ждать, если нужно, и под меня подстроиться - вот это было самым ценным, наверное. 

Просто когда внезапно тебе человек с другой стороны открывается и оказывается, что секс - это настолько важно… Это как-то пугает. 

Ну и дальше, когда мы как-то договорились о сексе раз в неделю и стали понятны правила игры… Я особо не пользуюсь «правом стопа», если что. 

Я всегда боялась: а что если вот я буду плохо себя чувствовать или ну совсем мне не хочется - что будет тогда? Я по идее должна же! И вот когда я поняла, что я не должна, мне стало гораздо легче. И все наши договоренности я всегда старался выполнять, потому что знала: если что - и он меня поймет.

— Чем для вас является секс в вашей жизни чаще всего?

— Для меня секс - это как well-being. Это забота о себе, приятное время, которое я, мы вместе посвящаем эмоциональному, физическому удовольствию. И поэтому секс для меня - удовольствие. Как… шоколад, не знаю [смеётся], что-то такое. Частички, радостные моменты, которые у меня есть. 

Если вдруг отказаться от шоколада - грустненько, печальненько, но в общем-то для меня это всегда было какое-то угощение. Я рада, что секс сейчас есть: мне очень приятно, я получаю удовольствие. Но вот когда вдруг говорят «жить ради шоколада» или «если не будет шоколада, я уйду»… Нет, у нас такого не было! Но я это так восприняла тогда. Это резко было - от нуля до десяти. 

Ну я понимала, конечно, что секса было недостаточно, но опять же - как бы «излишеств тебе недостаточно». Я правда надеялась, что оно просто как-то само... И это с ребенком было связано, потому что это был реальный стресс. 

Я очень рада, что это вылилось в продуктивные действия. Я в принципе никогда нас не воспринимала какими-то врагами. Просто некоторое время нужно было это осмыслить, как с этим дальше жить.",text,
